name,vndk,vndk_sp,vendor_available,rule
android.hardware.camera.metadata@3.3-adapter-helper,True,False,True,hidl_interface
android.hardware.camera.metadata@3.4,True,False,True,hidl_interface
android.hardware.camera.metadata@3.4-adapter-helper,True,False,True,hidl_interface
android.hardware.camera.provider@2.4,True,False,True,hidl_interface
android.hardware.camera.provider@2.4-adapter-helper,True,False,True,hidl_interface
android.hardware.camera.provider@2.5,True,False,True,hidl_interface
android.hardware.camera.provider@2.5-adapter-helper,True,False,True,hidl_interface
android.hardware.cas.native@1.0,True,False,True,hidl_interface
android.hardware.cas.native@1.0-adapter-helper,True,False,True,hidl_interface
android.hardware.cas@1.0,True,False,True,hidl_interface
android.hardware.cas@1.0-adapter-helper,True,False,True,hidl_interface
android.hardware.cas@1.1,True,False,True,hidl_interface
android.hardware.cas@1.1-adapter-helper,True,False,True,hidl_interface
android.hardware.configstore-utils,True,False,True,cc_library_shared
android.hardware.configstore@1.0,True,False,True,hidl_interface
android.hardware.configstore@1.0-adapter-helper,True,False,True,hidl_interface
android.hardware.configstore@1.1,True,False,True,hidl_interface
android.hardware.configstore@1.1-adapter-helper,True,False,True,hidl_interface
android.hardware.confirmationui-support-lib,True,False,True,cc_library
android.hardware.confirmationui@1.0,True,False,True,hidl_interface
android.hardware.confirmationui@1.0-adapter-helper,True,False,True,hidl_interface
android.hardware.contexthub@1.0,True,False,True,hidl_interface
android.hardware.contexthub@1.0-adapter-helper,True,False,True,hidl_interface
android.hardware.drm@1.0,True,False,True,hidl_interface
android.hardware.drm@1.0-adapter-helper,True,False,True,hidl_interface
android.hardware.drm@1.1,True,False,True,hidl_interface
android.hardware.drm@1.1-adapter-helper,True,False,True,hidl_interface
android.hardware.drm@1.2,True,False,True,hidl_interface
android.hardware.drm@1.2-adapter-helper,True,False,True,hidl_interface
android.hardware.dumpstate@1.0,True,False,True,hidl_interface
android.hardware.dumpstate@1.0-adapter-helper,True,False,True,hidl_interface
android.hardware.fastboot@1.0,True,False,True,hidl_interface
android.hardware.fastboot@1.0-adapter-helper,True,False,True,hidl_interface
android.hardware.gatekeeper@1.0,True,False,True,hidl_interface
android.hardware.gatekeeper@1.0-adapter-helper,True,False,True,hidl_interface
android.hardware.gnss.measurement_corrections@1.0,True,False,True,hidl_interface
android.hardware.gnss.measurement_corrections@1.0-adapter-helper,True,False,True,hidl_interface
android.hardware.gnss.visibility_control@1.0,True,False,True,hidl_interface
android.hardware.gnss.visibility_control@1.0-adapter-helper,True,False,True,hidl_interface
android.hardware.gnss@1.0,True,False,True,hidl_interface
android.hardware.gnss@1.0-adapter-helper,True,False,True,hidl_interface
android.hardware.gnss@1.1,True,False,True,hidl_interface
android.hardware.gnss@1.1-adapter-helper,True,False,True,hidl_interface
android.hardware.gnss@2.0,True,False,True,hidl_interface
android.hardware.gnss@2.0-adapter-helper,True,False,True,hidl_interface
android.hardware.graphics.allocator@2.0,True,False,True,hidl_interface
android.hardware.graphics.allocator@2.0-adapter-helper,True,False,True,hidl_interface
android.hardware.graphics.allocator@3.0,True,False,True,hidl_interface
android.hardware.graphics.allocator@3.0-adapter-helper,True,False,True,hidl_interface
android.hardware.graphics.bufferqueue@1.0,True,False,True,hidl_interface
android.hardware.graphics.bufferqueue@1.0-adapter-helper,True,False,True,hidl_interface
android.hardware.graphics.bufferqueue@2.0,True,False,True,hidl_interface
android.hardware.graphics.bufferqueue@2.0-adapter-helper,True,False,True,hidl_interface
android.hardware.graphics.common@1.0,True,True,True,hidl_interface
android.hardware.graphics.common@1.0-adapter-helper,True,True,True,hidl_interface
android.hardware.graphics.common@1.1,True,True,True,hidl_interface
android.hardware.graphics.common@1.1-adapter-helper,True,True,True,hidl_interface
android.hardware.graphics.common@1.2,True,True,True,hidl_interface
android.hardware.graphics.common@1.2-adapter-helper,True,True,True,hidl_interface
android.hardware.graphics.composer@2.1,True,False,True,hidl_interface
android.hardware.graphics.composer@2.1-adapter-helper,True,False,True,hidl_interface
android.hardware.graphics.composer@2.2,True,False,True,hidl_interface
android.hardware.graphics.composer@2.2-adapter-helper,True,False,True,hidl_interface
android.hardware.graphics.composer@2.3,True,False,True,hidl_interface
android.hardware.graphics.composer@2.3-adapter-helper,True,False,True,hidl_interface
android.hardware.graphics.mapper@2.0,True,True,True,hidl_interface
android.hardware.graphics.mapper@2.0-adapter-helper,True,True,True,hidl_interface
android.hardware.graphics.mapper@2.1,True,True,True,hidl_interface
android.hardware.graphics.mapper@2.1-adapter-helper,True,True,True,hidl_interface
android.hardware.graphics.mapper@3.0,True,True,True,hidl_interface
android.hardware.graphics.mapper@3.0-adapter-helper,True,True,True,hidl_interface
android.hardware.health.storage@1.0,True,False,True,hidl_interface
android.hardware.health.storage@1.0-adapter-helper,True,False,True,hidl_interface
android.hardware.health@1.0,True,False,True,hidl_interface
android.hardware.health@1.0-adapter-helper,True,False,True,hidl_interface
android.hardware.health@2.0,True,False,True,hidl_interface
android.hardware.health@2.0-adapter-helper,True,False,True,hidl_interface
android.hardware.input.classifier@1.0,True,False,True,hidl_interface
android.hardware.input.classifier@1.0-adapter-helper,True,False,True,hidl_interface
android.hardware.input.common@1.0,True,False,True,hidl_interface
android.hardware.input.common@1.0-adapter-helper,True,False,True,hidl_interface
android.hardware.ir@1.0,True,False,True,hidl_interface
android.hardware.ir@1.0-adapter-helper,True,False,True,hidl_interface
android.hardware.keymaster@3.0,True,False,True,hidl_interface
android.hardware.keymaster@3.0-adapter-helper,True,False,True,hidl_interface
android.hardware.keymaster@4.0,True,False,True,hidl_interface
android.hardware.keymaster@4.0-adapter-helper,True,False,True,hidl_interface
android.hardware.light@2.0,True,False,True,hidl_interface
android.hardware.light@2.0-adapter-helper,True,False,True,hidl_interface
android.hardware.media.bufferpool@1.0,True,False,True,hidl_interface
android.hardware.media.bufferpool@1.0-adapter-helper,True,False,True,hidl_interface
android.hardware.media.bufferpool@2.0,True,False,True,hidl_interface
android.hardware.media.bufferpool@2.0-adapter-helper,True,False,True,hidl_interface
android.hardware.media.c2@1.0,True,False,True,hidl_interface
android.hardware.media.c2@1.0-adapter-helper,True,False,True,hidl_interface
android.hardware.media.omx@1.0,True,False,True,hidl_interface
android.hardware.media.omx@1.0-adapter-helper,True,False,True,hidl_interface
android.hardware.media@1.0,True,False,True,hidl_interface
android.hardware.media@1.0-adapter-helper,True,False,True,hidl_interface
android.hardware.memtrack@1.0,True,False,True,hidl_interface
android.hardware.memtrack@1.0-adapter-helper,True,False,True,hidl_interface
android.hardware.neuralnetworks@1.0,True,False,True,hidl_interface
android.hardware.neuralnetworks@1.0-adapter-helper,True,False,True,hidl_interface
android.hardware.neuralnetworks@1.1,True,False,True,hidl_interface
android.hardware.neuralnetworks@1.1-adapter-helper,True,False,True,hidl_interface
android.hardware.neuralnetworks@1.2,True,False,True,hidl_interface
android.hardware.neuralnetworks@1.2-adapter-helper,True,False,True,hidl_interface
android.hardware.nfc@1.0,True,False,True,hidl_interface
android.hardware.nfc@1.0-adapter-helper,True,False,True,hidl_interface
android.hardware.nfc@1.1,True,False,True,hidl_interface
android.hardware.nfc@1.1-adapter-helper,True,False,True,hidl_interface
android.hardware.nfc@1.2,True,False,True,hidl_interface
android.hardware.nfc@1.2-adapter-helper,True,False,True,hidl_interface
android.hardware.oemlock@1.0,True,False,True,hidl_interface
android.hardware.oemlock@1.0-adapter-helper,True,False,True,hidl_interface
android.hardware.power.stats@1.0,True,False,True,hidl_interface
android.hardware.power.stats@1.0-adapter-helper,True,False,True,hidl_interface
android.hardware.power@1.0,True,False,True,hidl_interface
android.hardware.power@1.0-adapter-helper,True,False,True,hidl_interface
android.hardware.power@1.1,True,False,True,hidl_interface
android.hardware.power@1.1-adapter-helper,True,False,True,hidl_interface
android.hardware.power@1.2,True,False,True,hidl_interface
android.hardware.power@1.2-adapter-helper,True,False,True,hidl_interface
android.hardware.power@1.3,True,False,True,hidl_interface
android.hardware.power@1.3-adapter-helper,True,False,True,hidl_interface
android.hardware.radio.config@1.0,True,False,True,hidl_interface
android.hardware.radio.config@1.0-adapter-helper,True,False,True,hidl_interface
android.hardware.radio.config@1.1,True,False,True,hidl_interface
android.hardware.radio.config@1.1-adapter-helper,True,False,True,hidl_interface
android.hardware.radio.config@1.2,True,False,True,hidl_interface
android.hardware.radio.config@1.2-adapter-helper,True,False,True,hidl_interface
android.hardware.radio.deprecated@1.0,True,False,True,hidl_interface
android.hardware.radio.deprecated@1.0-adapter-helper,True,False,True,hidl_interface
android.hardware.radio@1.0,True,False,True,hidl_interface
android.hardware.radio@1.0-adapter-helper,True,False,True,hidl_interface
android.hardware.radio@1.1,True,False,True,hidl_interface
android.hardware.radio@1.1-adapter-helper,True,False,True,hidl_interface
android.hardware.radio@1.2,True,False,True,hidl_interface
android.hardware.radio@1.2-adapter-helper,True,False,True,hidl_interface
android.hardware.radio@1.3,True,False,True,hidl_interface
android.hardware.radio@1.3-adapter-helper,True,False,True,hidl_interface
android.hardware.radio@1.4,True,False,True,hidl_interface
android.hardware.radio@1.4-adapter-helper,True,False,True,hidl_interface
android.hardware.renderscript@1.0,True,True,True,hidl_interface
android.hardware.renderscript@1.0-adapter-helper,True,True,True,hidl_interface
android.hardware.secure_element@1.0,True,False,True,hidl_interface
android.hardware.secure_element@1.0-adapter-helper,True,False,True,hidl_interface
android.hardware.secure_element@1.1,True,False,True,hidl_interface
android.hardware.secure_element@1.1-adapter-helper,True,False,True,hidl_interface
android.hardware.sensors@1.0,True,False,True,hidl_interface
android.hardware.sensors@1.0-adapter-helper,True,False,True,hidl_interface
android.hardware.sensors@2.0,True,False,True,hidl_interface
android.hardware.sensors@2.0-adapter-helper,True,False,True,hidl_interface
android.hardware.soundtrigger@2.0,True,False,True,hidl_interface
android.hardware.soundtrigger@2.0-adapter-helper,True,False,True,hidl_interface
android.hardware.soundtrigger@2.0-core,True,False,True,cc_library_shared
android.hardware.soundtrigger@2.1,True,False,True,hidl_interface
android.hardware.soundtrigger@2.1-adapter-helper,True,False,True,hidl_interface
android.hardware.soundtrigger@2.2,True,False,True,hidl_interface
android.hardware.soundtrigger@2.2-adapter-helper,True,False,True,hidl_interface
android.hardware.tests.bar@1.0,False,False,True,hidl_interface
android.hardware.tests.bar@1.0-adapter-helper,False,False,True,hidl_interface
android.hardware.tests.baz@1.0,False,False,True,hidl_interface
android.hardware.tests.baz@1.0-adapter-helper,False,False,True,hidl_interface
android.hardware.tests.expression@1.0,False,False,True,hidl_interface
android.hardware.tests.expression@1.0-adapter-helper,False,False,True,hidl_interface
android.hardware.tests.extension.light@2.0,False,False,True,hidl_interface
android.hardware.tests.extension.light@2.0-adapter-helper,False,False,True,hidl_interface
android.hardware.tests.foo@1.0,False,False,True,hidl_interface
android.hardware.tests.foo@1.0-adapter-helper,False,False,True,hidl_interface
android.hardware.tests.hash@1.0,False,False,True,hidl_interface
android.hardware.tests.hash@1.0-adapter-helper,False,False,True,hidl_interface
android.hardware.tests.inheritance@1.0,False,False,True,hidl_interface
android.hardware.tests.inheritance@1.0-adapter-helper,False,False,True,hidl_interface
android.hardware.tests.libhwbinder@1.0,False,False,True,hidl_interface
android.hardware.tests.libhwbinder@1.0-adapter-helper,False,False,True,hidl_interface
android.hardware.tests.memory@1.0,False,False,True,hidl_interface
android.hardware.tests.memory@1.0-adapter-helper,False,False,True,hidl_interface
android.hardware.tests.msgq@1.0,False,False,True,hidl_interface
android.hardware.tests.msgq@1.0-adapter-helper,False,False,True,hidl_interface
android.hardware.tests.multithread@1.0,False,False,True,hidl_interface
android.hardware.tests.multithread@1.0-adapter-helper,False,False,True,hidl_interface
android.hardware.tests.pointer@1.0,False,False,True,hidl_interface
android.hardware.tests.pointer@1.0-adapter-helper,False,False,True,hidl_interface
android.hardware.tests.safeunion.cpp@1.0,False,False,True,hidl_interface
android.hardware.tests.safeunion.cpp@1.0-adapter-helper,False,False,True,hidl_interface
android.hardware.tests.safeunion@1.0,False,False,True,hidl_interface
android.hardware.tests.safeunion@1.0-adapter-helper,False,False,True,hidl_interface
android.hardware.tests.trie@1.0,False,False,True,hidl_interface
android.hardware.tests.trie@1.0-adapter-helper,False,False,True,hidl_interface
android.hardware.tetheroffload.config@1.0,True,False,True,hidl_interface
android.hardware.tetheroffload.config@1.0-adapter-helper,True,False,True,hidl_interface
android.hardware.tetheroffload.control@1.0,True,False,True,hidl_interface
android.hardware.tetheroffload.control@1.0-adapter-helper,True,False,True,hidl_interface
android.hardware.thermal@1.0,True,False,True,hidl_interface
android.hardware.thermal@1.0-adapter-helper,True,False,True,hidl_interface
android.hardware.thermal@1.1,True,False,True,hidl_interface
android.hardware.thermal@1.1-adapter-helper,True,False,True,hidl_interface
android.hardware.thermal@2.0,True,False,True,hidl_interface
android.hardware.thermal@2.0-adapter-helper,True,False,True,hidl_interface
android.hardware.tv.cec@1.0,True,False,True,hidl_interface
android.hardware.tv.cec@1.0-adapter-helper,True,False,True,hidl_interface
android.hardware.tv.cec@2.0,True,False,True,hidl_interface
android.hardware.tv.cec@2.0-adapter-helper,True,False,True,hidl_interface
android.hardware.tv.input@1.0,True,False,True,hidl_interface
android.hardware.tv.input@1.0-adapter-helper,True,False,True,hidl_interface
android.hardware.usb.gadget@1.0,True,False,True,hidl_interface
android.hardware.usb.gadget@1.0-adapter-helper,True,False,True,hidl_interface
android.hardware.usb@1.0,True,False,True,hidl_interface
android.hardware.usb@1.0-adapter-helper,True,False,True,hidl_interface
android.hardware.usb@1.1,True,False,True,hidl_interface
android.hardware.usb@1.1-adapter-helper,True,False,True,hidl_interface
android.hardware.usb@1.2,True,False,True,hidl_interface
android.hardware.usb@1.2-adapter-helper,True,False,True,hidl_interface
android.hardware.vibrator@1.0,True,False,True,hidl_interface
android.hardware.vibrator@1.0-adapter-helper,True,False,True,hidl_interface
android.hardware.vibrator@1.1,True,False,True,hidl_interface
android.hardware.vibrator@1.1-adapter-helper,True,False,True,hidl_interface
android.hardware.vibrator@1.2,True,False,True,hidl_interface
android.hardware.vibrator@1.2-adapter-helper,True,False,True,hidl_interface
android.hardware.vibrator@1.3,True,False,True,hidl_interface
android.hardware.vibrator@1.3-adapter-helper,True,False,True,hidl_interface
android.hardware.vr@1.0,True,False,True,hidl_interface
android.hardware.vr@1.0-adapter-helper,True,False,True,hidl_interface
android.hardware.weaver@1.0,True,False,True,hidl_interface
android.hardware.weaver@1.0-adapter-helper,True,False,True,hidl_interface
android.hardware.wifi.hostapd@1.0,True,False,True,hidl_interface
android.hardware.wifi.hostapd@1.0-adapter-helper,True,False,True,hidl_interface
android.hardware.wifi.hostapd@1.1,True,False,True,hidl_interface
android.hardware.wifi.hostapd@1.1-adapter-helper,True,False,True,hidl_interface
android.hardware.wifi.offload@1.0,True,False,True,hidl_interface
android.hardware.wifi.offload@1.0-adapter-helper,True,False,True,hidl_interface
android.hardware.wifi.supplicant@1.0,True,False,True,hidl_interface
android.hardware.wifi.supplicant@1.0-adapter-helper,True,False,True,hidl_interface
android.hardware.wifi.supplicant@1.1,True,False,True,hidl_interface
android.hardware.wifi.supplicant@1.1-adapter-helper,True,False,True,hidl_interface
android.hardware.wifi.supplicant@1.2,True,False,True,hidl_interface
android.hardware.wifi.supplicant@1.2-adapter-helper,True,False,True,hidl_interface
android.hardware.wifi@1.0,True,False,True,hidl_interface
android.hardware.wifi@1.0-adapter-helper,True,False,True,hidl_interface
android.hardware.wifi@1.1,True,False,True,hidl_interface
android.hardware.wifi@1.1-adapter-helper,True,False,True,hidl_interface
android.hardware.wifi@1.2,True,False,True,hidl_interface
android.hardware.wifi@1.2-adapter-helper,True,False,True,hidl_interface
android.hardware.wifi@1.3,True,False,True,hidl_interface
android.hardware.wifi@1.3-adapter-helper,True,False,True,hidl_interface
android.hidl.allocator@1.0,True,False,True,hidl_interface
android.hidl.allocator@1.0-adapter-helper,True,False,True,hidl_interface
android.hidl.base@1.0,True,False,True,hidl_interface
android.hidl.base@1.0-adapter-helper,True,False,True,hidl_interface
android.hidl.manager@1.0,True,False,True,hidl_interface
android.hidl.manager@1.0-adapter-helper,True,False,True,hidl_interface
android.hidl.manager@1.1,True,False,True,hidl_interface
android.hidl.manager@1.1-adapter-helper,True,False,True,hidl_interface
android.hidl.manager@1.2,True,False,True,hidl_interface
android.hidl.manager@1.2-adapter-helper,True,False,True,hidl_interface
android.hidl.memory.block@1.0,True,False,True,hidl_interface
android.hidl.memory.block@1.0-adapter-helper,True,False,True,hidl_interface
android.hidl.memory.token@1.0,True,True,True,hidl_interface
android.hidl.memory.token@1.0-adapter-helper,True,True,True,hidl_interface
android.hidl.memory@1.0,True,True,True,hidl_interface
android.hidl.memory@1.0-adapter-helper,True,True,True,hidl_interface
android.hidl.memory@1.0-impl,True,True,True,cc_library_shared
android.hidl.safe_union@1.0,True,True,True,hidl_interface
android.hidl.safe_union@1.0-adapter-helper,True,True,True,hidl_interface
android.hidl.token@1.0,True,False,True,hidl_interface
android.hidl.token@1.0-adapter-helper,True,False,True,hidl_interface
android.hidl.token@1.0-utils,True,False,True,cc_library
android.system.net.netd@1.0,True,False,True,hidl_interface
android.system.net.netd@1.0-adapter-helper,True,False,True,hidl_interface
android.system.net.netd@1.1,True,False,True,hidl_interface
android.system.net.netd@1.1-adapter-helper,True,False,True,hidl_interface
android.system.suspend@1.0,True,False,True,hidl_interface
android.system.suspend@1.0-adapter-helper,True,False,True,hidl_interface
android.system.wifi.keystore@1.0,True,False,True,hidl_interface
android.system.wifi.keystore@1.0-adapter-helper,True,False,True,hidl_interface
hardware.google.light@1.0,False,False,True,hidl_interface
hardware.google.light@1.0-adapter-helper,False,False,True,hidl_interface
hardware.google.media.c2@1.0,False,False,True,hidl_interface
hardware.google.media.c2@1.0-adapter-helper,False,False,True,hidl_interface
hidl.tests.vendor@1.0,False,False,True,hidl_interface
hidl.tests.vendor@1.0-adapter-helper,False,False,True,hidl_interface
hidl.tests.vendor@1.1,False,False,True,hidl_interface
hidl.tests.vendor@1.1-adapter-helper,False,False,True,hidl_interface
libRSCpuRef,True,True,True,cc_library_shared
libRSDriver,True,True,True,cc_library_shared
libRS_internal,True,True,True,cc_library_shared
libadf,True,False,True,cc_library
libandroid_runtime_lazy,False,False,True,cc_library
libasyncio,False,False,True,cc_library
libaudioroute,True,False,True,cc_library_shared
libaudioutils,True,False,True,cc_library
libbacktrace,True,True,False,cc_library
libbase,True,True,True,cc_library
libbcinfo,True,True,True,cc_library_shared
libbinder,True,False,True,cc_library_shared
libbinder_ndk,False,False,True,cc_library
libbinderthreadstate,True,True,False,cc_library
libbinderwrapper,False,False,True,cc_library_shared
libblas,True,True,False,cc_library_shared
libc++,True,True,True,cc_library_shared
libc2_component_wrapper,False,False,True,cc_library_shared
libc_scudo,False,False,True,cc_library_shared
libcamera2ndk_vendor,False,False,True,cc_library_shared
libcamera_metadata,True,False,True,cc_library_shared
libcap,True,False,True,cc_library
libchrome,False,False,True,cc_library
libchrome-crypto,False,False,True,cc_library_shared
libclang_rt.scudo-aarch64-android,True,False,True,libclang_rt_prebuilt_library_shared
libclang_rt.scudo-arm-android,True,False,True,libclang_rt_prebuilt_library_shared
libclang_rt.scudo-i686-android,True,False,True,libclang_rt_prebuilt_library_shared
libclang_rt.scudo-x86_64-android,True,False,True,libclang_rt_prebuilt_library_shared
libclang_rt.scudo_minimal-aarch64-android,True,False,True,libclang_rt_prebuilt_library_shared
libclang_rt.scudo_minimal-arm-android,True,False,True,libclang_rt_prebuilt_library_shared
libclang_rt.scudo_minimal-i686-android,True,False,True,libclang_rt_prebuilt_library_shared
libclang_rt.scudo_minimal-x86_64-android,True,False,True,libclang_rt_prebuilt_library_shared
libclang_rt.ubsan_standalone-aarch64-android,True,False,True,libclang_rt_prebuilt_library_shared
libclang_rt.ubsan_standalone-arm-android,True,False,True,libclang_rt_prebuilt_library_shared
libclang_rt.ubsan_standalone-i686-android,True,False,True,libclang_rt_prebuilt_library_shared
libclang_rt.ubsan_standalone-x86_64-android,True,False,True,libclang_rt_prebuilt_library_shared
libcn-cbor,True,False,True,cc_library
libcodec2,True,False,True,cc_library_shared
libcodec2_component_wrapper,False,False,True,cc_library_shared
libcodec2_hidl@1.0,True,False,True,cc_library
libcodec2_hidl_utils@1.0,False,False,True,cc_library
libcodec2_serviceregistrant,False,False,True,cc_library_shared
libcodec2_simple_component,False,False,True,cc_library_shared
libcodec2_soft_aacdec,False,False,True,cc_library_shared
libcodec2_soft_aacenc,False,False,True,cc_library_shared
libcodec2_soft_amrnbdec,False,False,True,cc_library_shared
libcodec2_soft_amrnbenc,False,False,True,cc_library_shared
libcodec2_soft_amrwbdec,False,False,True,cc_library_shared
libcodec2_soft_amrwbenc,False,False,True,cc_library_shared
libcodec2_soft_av1dec,False,False,True,cc_library_shared
libcodec2_soft_avcdec,False,False,True,cc_library_shared
libcodec2_soft_avcenc,False,False,True,cc_library_shared
libcodec2_soft_common,False,False,True,cc_library_shared
libcodec2_soft_flacdec,False,False,True,cc_library_shared
libcodec2_soft_flacenc,False,False,True,cc_library_shared
libcodec2_soft_g711alawdec,False,False,True,cc_library_shared
libcodec2_soft_g711mlawdec,False,False,True,cc_library_shared
libcodec2_soft_gsmdec,False,False,True,cc_library_shared
libcodec2_soft_h263dec,False,False,True,cc_library_shared
libcodec2_soft_h263enc,False,False,True,cc_library_shared
libcodec2_soft_hevcdec,False,False,True,cc_library_shared
libcodec2_soft_hevcenc,False,False,True,cc_library_shared
libcodec2_soft_mp3dec,False,False,True,cc_library_shared
libcodec2_soft_mpeg2dec,False,False,True,cc_library_shared
libcodec2_soft_mpeg4dec,False,False,True,cc_library_shared
libcodec2_soft_mpeg4enc,False,False,True,cc_library_shared
libcodec2_soft_opusdec,False,False,True,cc_library_shared
libcodec2_soft_opusenc,False,False,True,cc_library_shared
libcodec2_soft_rawdec,False,False,True,cc_library_shared
libcodec2_soft_vorbisdec,False,False,True,cc_library_shared
libcodec2_soft_vp8dec,False,False,True,cc_library_shared
libcodec2_soft_vp8enc,False,False,True,cc_library_shared
libcodec2_soft_vp9dec,False,False,True,cc_library_shared
libcodec2_soft_vp9enc,False,False,True,cc_library_shared
libcodec2_soft_xaacdec,False,False,True,cc_library_shared
libcodec2_vndk,True,False,True,cc_library_shared
libcompiler_rt,True,True,False,cc_library
libcrypto,True,False,True,cc_library
libcrypto_utils,True,False,True,cc_library
