Path,Tag,Comments
/system/${LIB}/android.hardware.camera.common@1.0.so,VNDK,
/system/${LIB}/android.hardware.camera.device@1.0.so,VNDK,
/system/${LIB}/android.hardware.camera.device@3.2.so,VNDK,
/system/${LIB}/android.hardware.camera.device@3.3.so,VNDK,
/system/${LIB}/android.hardware.camera.device@3.4.so,VNDK,
/system/${LIB}/android.hardware.camera.device@3.5.so,VNDK,
/system/${LIB}/android.hardware.camera.metadata@3.2.so,VNDK,
/system/${LIB}/android.hardware.camera.metadata@3.3.so,VNDK,
/system/${LIB}/android.hardware.camera.metadata@3.4.so,VNDK,
/system/${LIB}/android.hardware.camera.provider@2.4.so,VNDK,
/system/${LIB}/android.hardware.camera.provider@2.5.so,VNDK,
/system/${LIB}/android.hardware.cas.native@1.0.so,VNDK,
/system/${LIB}/android.hardware.cas@1.0.so,VNDK,
/system/${LIB}/android.hardware.cas@1.1.so,VNDK,
/system/${LIB}/android.hardware.configstore-utils.so,VNDK,
/system/${LIB}/android.hardware.configstore@1.0.so,VNDK,
/system/${LIB}/android.hardware.configstore@1.1.so,VNDK,
/system/${LIB}/android.hardware.confirmationui-support-lib.so,VNDK,
/system/${LIB}/android.hardware.confirmationui@1.0.so,VNDK,
/system/${LIB}/android.hardware.contexthub@1.0.so,VNDK,
/system/${LIB}/android.hardware.drm@1.0.so,VNDK,
/system/${LIB}/android.hardware.drm@1.1.so,VNDK,
/system/${LIB}/android.hardware.drm@1.2.so,VNDK,
/system/${LIB}/android.hardware.dumpstate@1.0.so,VNDK,
/system/${LIB}/android.hardware.fastboot@1.0.so,VNDK,
/system/${LIB}/android.hardware.gatekeeper@1.0.so,VNDK,
/system/${LIB}/android.hardware.gnss.measurement_corrections@1.0.so,VNDK,
/system/${LIB}/android.hardware.gnss.visibility_control@1.0.so,VNDK,
/system/${LIB}/android.hardware.gnss@1.0.so,VNDK,
/system/${LIB}/android.hardware.gnss@1.1.so,VNDK,
/system/${LIB}/android.hardware.gnss@2.0.so,VNDK,
/system/${LIB}/android.hardware.graphics.allocator@2.0.so,VNDK,
/system/${LIB}/android.hardware.graphics.allocator@3.0.so,VNDK,
/system/${LIB}/android.hardware.graphics.bufferqueue@1.0.so,VNDK,
/system/${LIB}/android.hardware.graphics.bufferqueue@2.0.so,VNDK,
/system/${LIB}/android.hardware.graphics.common@1.0.so,VNDK-SP,
/system/${LIB}/android.hardware.graphics.common@1.1.so,VNDK-SP,
/system/${LIB}/android.hardware.graphics.common@1.2.so,VNDK-SP,
/system/${LIB}/android.hardware.graphics.composer@2.1.so,VNDK,
/system/${LIB}/android.hardware.graphics.composer@2.2.so,VNDK,
/system/${LIB}/android.hardware.graphics.composer@2.3.so,VNDK,
/system/${LIB}/android.hardware.graphics.mapper@2.0.so,VNDK-SP,
/system/${LIB}/android.hardware.graphics.mapper@2.1.so,VNDK-SP,
/system/${LIB}/android.hardware.graphics.mapper@3.0.so,VNDK-SP,
/system/${LIB}/android.hardware.health.storage@1.0.so,VNDK,
/system/${LIB}/android.hardware.health@1.0.so,VNDK,
/system/${LIB}/android.hardware.health@2.0.so,VNDK,
/system/${LIB}/android.hardware.input.classifier@1.0.so,VNDK,
/system/${LIB}/android.hardware.input.common@1.0.so,VNDK,
/system/${LIB}/android.hardware.ir@1.0.so,VNDK,
/system/${LIB}/android.hardware.keymaster@3.0.so,VNDK,
/system/${LIB}/android.hardware.keymaster@4.0.so,VNDK,
/system/${LIB}/android.hardware.light@2.0.so,VNDK,
/system/${LIB}/android.hardware.media.bufferpool@1.0.so,VNDK,
/system/${LIB}/android.hardware.media.bufferpool@2.0.so,VNDK,
/system/${LIB}/android.hardware.media.c2@1.0.so,VNDK,
/system/${LIB}/android.hardware.media.omx@1.0.so,VNDK,
/system/${LIB}/android.hardware.media@1.0.so,VNDK,
/system/${LIB}/android.hardware.memtrack@1.0.so,VNDK,
/system/${LIB}/android.hardware.neuralnetworks@1.0.so,VNDK,
/system/${LIB}/android.hardware.neuralnetworks@1.1.so,VNDK,
/system/${LIB}/android.hardware.neuralnetworks@1.2.so,VNDK,
/system/${LIB}/android.hardware.nfc@1.0.so,VNDK,
/system/${LIB}/android.hardware.nfc@1.1.so,VNDK,
/system/${LIB}/android.hardware.nfc@1.2.so,VNDK,
/system/${LIB}/android.hardware.oemlock@1.0.so,VNDK,
/system/${LIB}/android.hardware.power.stats@1.0.so,VNDK,
/system/${LIB}/android.hardware.power@1.0.so,VNDK,
/system/${LIB}/android.hardware.power@1.1.so,VNDK,
/system/${LIB}/android.hardware.power@1.2.so,VNDK,
/system/${LIB}/android.hardware.power@1.3.so,VNDK,
/system/${LIB}/android.hardware.radio.config@1.0.so,VNDK,
/system/${LIB}/android.hardware.radio.config@1.1.so,VNDK,
/system/${LIB}/android.hardware.radio.config@1.2.so,VNDK,
/system/${LIB}/android.hardware.radio.deprecated@1.0.so,VNDK,
/system/${LIB}/android.hardware.radio@1.0.so,VNDK,
/system/${LIB}/android.hardware.radio@1.1.so,VNDK,
/system/${LIB}/android.hardware.radio@1.2.so,VNDK,
/system/${LIB}/android.hardware.radio@1.3.so,VNDK,
/system/${LIB}/android.hardware.radio@1.4.so,VNDK,
/system/${LIB}/android.hardware.renderscript@1.0.so,VNDK-SP,
/system/${LIB}/android.hardware.secure_element@1.0.so,VNDK,
/system/${LIB}/android.hardware.secure_element@1.1.so,VNDK,
/system/${LIB}/android.hardware.sensors@1.0.so,VNDK,
/system/${LIB}/android.hardware.sensors@2.0.so,VNDK,
/system/${LIB}/android.hardware.soundtrigger@2.0-core.so,VNDK,
/system/${LIB}/android.hardware.soundtrigger@2.0.so,VNDK,
/system/${LIB}/android.hardware.soundtrigger@2.1.so,VNDK,
/system/${LIB}/android.hardware.soundtrigger@2.2.so,VNDK,
/system/${LIB}/android.hardware.tetheroffload.config@1.0.so,VNDK,
/system/${LIB}/android.hardware.tetheroffload.control@1.0.so,VNDK,
/system/${LIB}/android.hardware.thermal@1.0.so,VNDK,
/system/${LIB}/android.hardware.thermal@1.1.so,VNDK,
/system/${LIB}/android.hardware.thermal@2.0.so,VNDK,
/system/${LIB}/android.hardware.tv.cec@1.0.so,VNDK,
/system/${LIB}/android.hardware.tv.cec@2.0.so,VNDK,
/system/${LIB}/android.hardware.tv.input@1.0.so,VNDK,
/system/${LIB}/android.hardware.usb.gadget@1.0.so,VNDK,
/system/${LIB}/android.hardware.usb@1.0.so,VNDK,
/system/${LIB}/android.hardware.usb@1.1.so,VNDK,
/system/${LIB}/android.hardware.usb@1.2.so,VNDK,
/system/${LIB}/android.hardware.vibrator@1.0.so,VNDK,
/system/${LIB}/android.hardware.vibrator@1.1.so,VNDK,
/system/${LIB}/android.hardware.vibrator@1.2.so,VNDK,
/system/${LIB}/android.hardware.vibrator@1.3.so,VNDK,
/system/${LIB}/android.hardware.vr@1.0.so,VNDK,
/system/${LIB}/android.hardware.weaver@1.0.so,VNDK,
/system/${LIB}/android.hardware.wifi.hostapd@1.0.so,VNDK,
/system/${LIB}/android.hardware.wifi.hostapd@1.1.so,VNDK,
/system/${LIB}/android.hardware.wifi.offload@1.0.so,VNDK,
/system/${LIB}/android.hardware.wifi.supplicant@1.0.so,VNDK,
/system/${LIB}/android.hardware.wifi.supplicant@1.1.so,VNDK,
/system/${LIB}/android.hardware.wifi.supplicant@1.2.so,VNDK,
/system/${LIB}/android.hardware.wifi@1.0.so,VNDK,
/system/${LIB}/android.hardware.wifi@1.1.so,VNDK,
/system/${LIB}/android.hardware.wifi@1.2.so,VNDK,
/system/${LIB}/android.hardware.wifi@1.3.so,VNDK,
/system/${LIB}/android.hidl.allocator@1.0.so,VNDK,
/system/${LIB}/android.hidl.memory.block@1.0.so,VNDK,
/system/${LIB}/android.hidl.memory.token@1.0.so,VNDK-SP,
/system/${LIB}/android.hidl.memory@1.0.so,VNDK-SP,
/system/${LIB}/android.hidl.safe_union@1.0.so,VNDK-SP,
/system/${LIB}/android.hidl.token@1.0-utils.so,VNDK,
/system/${LIB}/android.hidl.token@1.0.so,VNDK,
/system/${LIB}/android.system.net.netd@1.0.so,VNDK,
/system/${LIB}/android.system.net.netd@1.1.so,VNDK,
/system/${LIB}/android.system.suspend@1.0.so,VNDK,
/system/${LIB}/android.system.wifi.keystore@1.0.so,VNDK,
/system/${LIB}/drm/libfwdlockengine.so,FWK-ONLY,
/system/${LIB}/extractors/libaacextractor.so,FWK-ONLY,
/system/${LIB}/extractors/libamrextractor.so,FWK-ONLY,
/system/${LIB}/extractors/libflacextractor.so,FWK-ONLY,
/system/${LIB}/extractors/libmidiextractor.so,FWK-ONLY,
/system/${LIB}/extractors/libmkvextractor.so,FWK-ONLY,
/system/${LIB}/extractors/libmp3extractor.so,FWK-ONLY,
/system/${LIB}/extractors/libmp4extractor.so,FWK-ONLY,
/system/${LIB}/extractors/libmpeg2extractor.so,FWK-ONLY,
/system/${LIB}/extractors/liboggextractor.so,FWK-ONLY,
/system/${LIB}/extractors/libwavextractor.so,FWK-ONLY,
/system/${LIB}/hw/android.hidl.memory@1.0-impl.so,VNDK-SP,
/system/${LIB}/hw/audio.a2dp.default.so,FWK-ONLY,
/system/${LIB}/ld-android.so,LL-NDK-Private,
/system/${LIB}/libEGL.so,LL-NDK,
/system/${LIB}/libETC1.so,FWK-ONLY,
/system/${LIB}/libFFTEm.so,FWK-ONLY,
/system/${LIB}/libGLESv1_CM.so,LL-NDK,
/system/${LIB}/libGLESv2.so,LL-NDK,
/system/${LIB}/libGLESv3.so,LL-NDK,
/system/${LIB}/libLLVM_android.so,FWK-ONLY,
/system/${LIB}/libOpenMAXAL.so,FWK-ONLY,
/system/${LIB}/libOpenSLES.so,FWK-ONLY,
/system/${LIB}/libRS.so,LL-NDK,
/system/${LIB}/libRSCacheDir.so,FWK-ONLY,
/system/${LIB}/libRSCpuRef.so,VNDK-SP,
/system/${LIB}/libRSDriver.so,VNDK-SP,
/system/${LIB}/libRS_internal.so,VNDK-SP,
/system/${LIB}/libRScpp.so,FWK-ONLY,
/system/${LIB}/libaaudio.so,FWK-ONLY,
/system/${LIB}/libaaudioservice.so,FWK-ONLY,
/system/${LIB}/libadbconnection.so,FWK-ONLY,
/system/${LIB}/libadbconnectiond.so,FWK-ONLY,
/system/${LIB}/libadf.so,VNDK,
/system/${LIB}/libandroid.so,FWK-ONLY,
/system/${LIB}/libandroid_net.so,LL-NDK,
/system/${LIB}/libandroid_runtime.so,FWK-ONLY,
/system/${LIB}/libandroid_servers.so,FWK-ONLY,
/system/${LIB}/libandroidfw.so,FWK-ONLY,
/system/${LIB}/libappfuse.so,FWK-ONLY,
/system/${LIB}/libart-compiler.so,FWK-ONLY,
/system/${LIB}/libart-dexlayout.so,FWK-ONLY,
/system/${LIB}/libart-disassembler.so,FWK-ONLY,
/system/${LIB}/libart.so,FWK-ONLY,
/system/${LIB}/libartd-compiler.so,FWK-ONLY,
/system/${LIB}/libartd-dexlayout.so,FWK-ONLY,
/system/${LIB}/libartd.so,FWK-ONLY,
/system/${LIB}/libasyncio.so,FWK-ONLY,
/system/${LIB}/libaudioclient.so,FWK-ONLY,
/system/${LIB}/libaudioeffect_jni.so,FWK-ONLY,
/system/${LIB}/libaudioflinger.so,FWK-ONLY,
/system/${LIB}/libaudiohal.so,FWK-ONLY,
/system/${LIB}/libaudiohal@2.0.so,FWK-ONLY,
/system/${LIB}/libaudiohal_deathhandler.so,FWK-ONLY,
/system/${LIB}/libaudiomanager.so,FWK-ONLY,
/system/${LIB}/libaudiopolicyenginedefault.so,FWK-ONLY,
/system/${LIB}/libaudiopolicymanager.so,FWK-ONLY,
/system/${LIB}/libaudiopolicymanagerdefault.so,FWK-ONLY,
/system/${LIB}/libaudiopolicyservice.so,FWK-ONLY,
/system/${LIB}/libaudioprocessing.so,FWK-ONLY,
/system/${LIB}/libaudioroute.so,VNDK,
/system/${LIB}/libaudiospdif.so,FWK-ONLY,
/system/${LIB}/libaudioutils.so,VNDK,
/system/${LIB}/libavservices_minijail.so,FWK-ONLY,Vendor module should link libavservices_minijail_vendor.so
/system/${LIB}/libbacktrace.so,VNDK-SP-Private,
/system/${LIB}/libbase.so,VNDK-SP,
/system/${LIB}/libbcc.so,FWK-ONLY,
/system/${LIB}/libbcinfo.so,VNDK-SP,
/system/${LIB}/libbinder.so,VNDK,
/system/${LIB}/libbinderthreadstate.so,VNDK-SP-Private,
/system/${LIB}/libbinderwrapper.so,FWK-ONLY,
/system/${LIB}/libblas.so,VNDK-SP-Private,
/system/${LIB}/libbluetooth-binder.so,FWK-ONLY,
/system/${LIB}/libbluetooth.so,FWK-ONLY,
/system/${LIB}/libbluetooth_jni.so,FWK-ONLY,
/system/${LIB}/libbootanimation.so,FWK-ONLY,
/system/${LIB}/libbrillo-binder.so,FWK-ONLY,
/system/${LIB}/libbrillo-stream.so,FWK-ONLY,
/system/${LIB}/libbrillo.so,FWK-ONLY,
/system/${LIB}/libbrotli.so,FWK-ONLY,
/system/${LIB}/libbufferhub.so,FWK-ONLY,
/system/${LIB}/libbufferhubqueue.so,FWK-ONLY,
/system/${LIB}/libbz.so,FWK-ONLY,
/system/${LIB}/libc++.so,VNDK-SP,
/system/${LIB}/libc.so,LL-NDK,
/system/${LIB}/libc_malloc_debug.so,LL-NDK-Private,
/system/${LIB}/libcamera2ndk.so,FWK-ONLY,
/system/${LIB}/libcamera_client.so,FWK-ONLY,
/system/${LIB}/libcamera_metadata.so,VNDK,
/system/${LIB}/libcameraservice.so,FWK-ONLY,
/system/${LIB}/libcap.so,VNDK,
/system/${LIB}/libcgrouprc.so,LL-NDK,
/system/${LIB}/libchrome.so,FWK-ONLY,
/system/${LIB}/libclang_rt.asan-aarch64-android.so,LL-NDK,
/system/${LIB}/libclang_rt.asan-arm-android.so,LL-NDK,
/system/${LIB}/libclang_rt.asan-i686-android.so,LL-NDK,
/system/${LIB}/libclang_rt.asan-mips-android.so,LL-NDK,
/system/${LIB}/libclang_rt.asan-mips64-android.so,LL-NDK,
/system/${LIB}/libclang_rt.asan-x86_64-android.so,LL-NDK,
/system/${LIB}/libclang_rt.hwasan-aarch64-android.so,LL-NDK,
/system/${LIB}/libclang_rt.scudo-aarch64-android.so,VNDK,
/system/${LIB}/libclang_rt.scudo-arm-android.so,VNDK,
/system/${LIB}/libclang_rt.scudo-i686-android.so,VNDK,
/system/${LIB}/libclang_rt.scudo-x86_64-android.so,VNDK,
/system/${LIB}/libclang_rt.scudo_minimal-aarch64-android.so,VNDK,
/system/${LIB}/libclang_rt.scudo_minimal-arm-android.so,VNDK,
/system/${LIB}/libclang_rt.scudo_minimal-i686-android.so,VNDK,
/system/${LIB}/libclang_rt.scudo_minimal-x86_64-android.so,VNDK,
/system/${LIB}/libclang_rt.ubsan_standalone-aarch64-android.so,VNDK,
/system/${LIB}/libclang_rt.ubsan_standalone-arm-android.so,VNDK,
/system/${LIB}/libclang_rt.ubsan_standalone-i686-android.so,VNDK,
/system/${LIB}/libclang_rt.ubsan_standalone-x86_64-android.so,VNDK,
/system/${LIB}/libcn-cbor.so,VNDK,
/system/${LIB}/libcodec2.so,VNDK,
/system/${LIB}/libcodec2_hidl@1.0.so,VNDK,
/system/${LIB}/libcodec2_vndk.so,VNDK,
/system/${LIB}/libcompiler_rt.so,VNDK-SP-Private,
/system/${LIB}/libcrypto.so,VNDK,
/system/${LIB}/libcrypto_utils.so,VNDK,
/system/${LIB}/libcups.so,FWK-ONLY,
/system/${LIB}/libcurl.so,VNDK,
/system/${LIB}/libcutils.so,VNDK-SP,
/system/${LIB}/libdebuggerd_client.so,FWK-ONLY,
/system/${LIB}/libdefcontainer_jni.so,FWK-ONLY,
/system/${LIB}/libdiskconfig.so,VNDK,
/system/${LIB}/libdisplayservicehidl.so,FWK-ONLY,
/system/${LIB}/libdl.so,LL-NDK,
/system/${LIB}/libdl_android.so,LL-NDK-Private,
/system/${LIB}/libdng_sdk.so,FWK-ONLY,
/system/${LIB}/libdrmframework.so,FWK-ONLY,
/system/${LIB}/libdrmframework_jni.so,FWK-ONLY,
/system/${LIB}/libdt_fd_forward.so,FWK-ONLY,
/system/${LIB}/libdt_socket.so,FWK-ONLY,
/system/${LIB}/libdumpstateaidl.so,FWK-ONLY,
/system/${LIB}/libdumpstateutil.so,VNDK,
/system/${LIB}/libeffectsconfig.so,FWK-ONLY,
/system/${LIB}/libevent.so,VNDK,
/system/${LIB}/libexif.so,VNDK,
/system/${LIB}/libexpat.so,VNDK,
/system/${LIB}/libext2_blkid.so,FWK-ONLY,
/system/${LIB}/libext2_com_err.so,FWK-ONLY,
/system/${LIB}/libext2_e2p.so,FWK-ONLY,
/system/${LIB}/libext2_misc.so,FWK-ONLY,
/system/${LIB}/libext2_quota.so,FWK-ONLY,
/system/${LIB}/libext2_uuid.so,FWK-ONLY,
/system/${LIB}/libext2fs.so,FWK-ONLY,
/system/${LIB}/libext4_utils.so,FWK-ONLY,
/system/${LIB}/libf2fs_sparseblock.so,FWK-ONLY,
/system/${LIB}/libfilterfw.so,FWK-ONLY,
/system/${LIB}/libfilterpack_imageproc.so,FWK-ONLY,
/system/${LIB}/libfmq.so,VNDK,
/system/${LIB}/libframesequence.so,FWK-ONLY,
/system/${LIB}/libft2.so,FWK-ONLY-RS,
/system/${LIB}/libgatekeeper.so,VNDK,
/system/${LIB}/libgiftranscode.so,FWK-ONLY,
/system/${LIB}/libgraphicsenv.so,FWK-ONLY,
/system/${LIB}/libgtest_prod.so,FWK-ONLY,
/system/${LIB}/libgui.so,VNDK-Private,
/system/${LIB}/libhardware.so,VNDK-SP,
/system/${LIB}/libhardware_legacy.so,VNDK,
/system/${LIB}/libharfbuzz_ng.so,FWK-ONLY,
/system/${LIB}/libheif.so,FWK-ONLY,
/system/${LIB}/libhidcommand_jni.so,FWK-ONLY,
/system/${LIB}/libhidl-gen-hash.so,FWK-ONLY,
/system/${LIB}/libhidl-gen-utils.so,FWK-ONLY,
/system/${LIB}/libhidlallocatorutils.so,VNDK,
/system/${LIB}/libhidlbase.so,VNDK-SP,
/system/${LIB}/libhidlcache.so,VNDK,
/system/${LIB}/libhidlmemory.so,VNDK-SP,
/system/${LIB}/libhidltransport.so,VNDK-SP,
/system/${LIB}/libhwbinder.so,VNDK-SP,
/system/${LIB}/libhwbinder_noltopgo.so,VNDK-SP,
/system/${LIB}/libhwui.so,FWK-ONLY,
/system/${LIB}/libicui18n.so,FWK-ONLY,
/system/${LIB}/libicuuc.so,FWK-ONLY,
/system/${LIB}/libimg_utils.so,FWK-ONLY,
/system/${LIB}/libincident.so,FWK-ONLY,
/system/${LIB}/libinput.so,FWK-ONLY,
/system/${LIB}/libinputflinger.so,FWK-ONLY,
/system/${LIB}/libinputservice.so,FWK-ONLY,
/system/${LIB}/libion.so,VNDK-SP,
/system/${LIB}/libiprouteutil.so,FWK-ONLY,
/system/${LIB}/libjavacore.so,FWK-ONLY,
/system/${LIB}/libjavacrypto.so,FWK-ONLY,
/system/${LIB}/libjdwp.so,FWK-ONLY,
/system/${LIB}/libjni_pacprocessor.so,FWK-ONLY,
/system/${LIB}/libjnigraphics.so,FWK-ONLY,
/system/${LIB}/libjpeg.so,VNDK,
/system/${LIB}/libjsoncpp.so,VNDK-SP,
/system/${LIB}/libkeymaster4support.so,FWK-ONLY,
/system/${LIB}/libkeymaster_messages.so,VNDK,
/system/${LIB}/libkeymaster_portable.so,VNDK,
/system/${LIB}/libkeystore-engine.so,FWK-ONLY,
/system/${LIB}/libkeystore_aidl.so,FWK-ONLY,
/system/${LIB}/libkeystore_binder.so,FWK-ONLY,
/system/${LIB}/libkeystore_parcelables.so,FWK-ONLY,
/system/${LIB}/libkeyutils.so,FWK-ONLY,
/system/${LIB}/liblayers_proto.so,FWK-ONLY,
/system/${LIB}/libldacBT_abr.so,VNDK,
/system/${LIB}/libldacBT_enc.so,VNDK,
/system/${LIB}/liblog.so,LL-NDK,
/system/${LIB}/liblogwrap.so,FWK-ONLY,
/system/${LIB}/liblshal.so,FWK-ONLY,
/system/${LIB}/liblz4.so,VNDK,
/system/${LIB}/liblzma.so,VNDK-SP,
/system/${LIB}/libm.so,LL-NDK,
/system/${LIB}/libmdnssd.so,FWK-ONLY,
/system/${LIB}/libmedia.so,FWK-ONLY,
/system/${LIB}/libmedia_helper.so,VNDK,
/system/${LIB}/libmedia_jni.so,FWK-ONLY,
/system/${LIB}/libmedia_omx.so,VNDK,
/system/${LIB}/libmediadrm.so,FWK-ONLY,
/system/${LIB}/libmediaextractorservice.so,FWK-ONLY,
/system/${LIB}/libmedialogservice.so,FWK-ONLY,
/system/${LIB}/libmediametrics.so,FWK-ONLY,
/system/${LIB}/libmediandk.so,FWK-ONLY-RS,
/system/${LIB}/libmediaplayerservice.so,FWK-ONLY,
/system/${LIB}/libmediautils.so,FWK-ONLY,
/system/${LIB}/libmemtrack.so,VNDK,
/system/${LIB}/libmemunreachable.so,FWK-ONLY,
/system/${LIB}/libmetricslogger.so,FWK-ONLY,
/system/${LIB}/libminijail.so,VNDK,
/system/${LIB}/libminikin.so,FWK-ONLY,
/system/${LIB}/libmkbootimg_abi_check.so,VNDK,
/system/${LIB}/libmtp.so,FWK-ONLY,
/system/${LIB}/libnativewindow.so,LL-NDK,
/system/${LIB}/libnbaio.so,FWK-ONLY,Vendor module should link libnbaio_mono.so
/system/${LIB}/libnblog.so,FWK-ONLY,
/system/${LIB}/libnetd_client.so,LL-NDK-Private,
/system/${LIB}/libnetdutils.so,FWK-ONLY,
/system/${LIB}/libnetlink.so,FWK-ONLY,
/system/${LIB}/libnetutils.so,VNDK,
/system/${LIB}/libneuralnetworks.so,LL-NDK,
/system/${LIB}/libnfc-nci.so,FWK-ONLY,
/system/${LIB}/libnfc_nci_jni.so,FWK-ONLY,
/system/${LIB}/libnl.so,VNDK,
/system/${LIB}/libnpt.so,FWK-ONLY,
/system/${LIB}/libopenjdk.so,FWK-ONLY,
/system/${LIB}/libopenjdkd.so,FWK-ONLY,
/system/${LIB}/libopenjdkjvm.so,FWK-ONLY,
/system/${LIB}/libopenjdkjvmd.so,FWK-ONLY,
/system/${LIB}/libopenjdkjvmti.so,FWK-ONLY,
/system/${LIB}/libopenjdkjvmtid.so,FWK-ONLY,
/system/${LIB}/libopus.so,VNDK,
/system/${LIB}/libpackagelistparser.so,FWK-ONLY,
/system/${LIB}/libpcap.so,FWK-ONLY,
/system/${LIB}/libpcre2.so,VNDK,
/system/${LIB}/libpcrecpp.so,FWK-ONLY,
/system/${LIB}/libpdfium.so,FWK-ONLY,
/system/${LIB}/libpdx_default_transport.so,FWK-ONLY,
/system/${LIB}/libpiex.so,VNDK,
/system/${LIB}/libpixelflinger.so,FWK-ONLY,
/system/${LIB}/libpng.so,VNDK,
/system/${LIB}/libpower.so,VNDK,
/system/${LIB}/libpowermanager.so,FWK-ONLY,
/system/${LIB}/libprintspooler_jni.so,FWK-ONLY,
/system/${LIB}/libprocessgroup.so,VNDK-SP,
/system/${LIB}/libprocinfo.so,VNDK,
/system/${LIB}/libprotobuf-cpp-full.so,VNDK,
/system/${LIB}/libprotobuf-cpp-lite.so,VNDK,
/system/${LIB}/libprotoutil.so,FWK-ONLY,
/system/${LIB}/libpuresoftkeymasterdevice.so,VNDK,
/system/${LIB}/libqtaguid.so,FWK-ONLY,
/system/${LIB}/libradio_metadata.so,VNDK,
/system/${LIB}/libresourcemanagerservice.so,FWK-ONLY,
/system/${LIB}/librs_jni.so,FWK-ONLY,
/system/${LIB}/librtp_jni.so,FWK-ONLY,
/system/${LIB}/libschedulerservicehidl.so,FWK-ONLY,
/system/${LIB}/libselinux.so,VNDK,
/system/${LIB}/libsensor.so,FWK-ONLY,
/system/${LIB}/libsensorservice.so,FWK-ONLY,
/system/${LIB}/libsensorservicehidl.so,FWK-ONLY,
/system/${LIB}/libsepol.so,FWK-ONLY,
/system/${LIB}/libservices.so,FWK-ONLY,
/system/${LIB}/libsigchain.so,FWK-ONLY,
/system/${LIB}/libsoftkeymasterdevice.so,VNDK,
/system/${LIB}/libsonic.so,FWK-ONLY,
/system/${LIB}/libsonivox.so,FWK-ONLY,
/system/${LIB}/libsoundpool.so,FWK-ONLY,
/system/${LIB}/libsoundtrigger.so,FWK-ONLY,
/system/${LIB}/libsoundtriggerservice.so,FWK-ONLY,
/system/${LIB}/libsparse.so,FWK-ONLY,
/system/${LIB}/libspeexresampler.so,VNDK,
/system/${LIB}/libsqlite.so,VNDK,
/system/${LIB}/libssl.so,VNDK,
/system/${LIB}/libstagefright.so,FWK-ONLY,
/system/${LIB}/libstagefright_amrnb_common.so,VNDK,
/system/${LIB}/libstagefright_bufferpool@2.0.so,VNDK,
/system/${LIB}/libstagefright_bufferqueue_helper.so,VNDK,
/system/${LIB}/libstagefright_enc_common.so,VNDK,
/system/${LIB}/libstagefright_flacdec.so,VNDK,
/system/${LIB}/libstagefright_foundation.so,VNDK,
/system/${LIB}/libstagefright_http_support.so,FWK-ONLY,
/system/${LIB}/libstagefright_httplive.so,FWK-ONLY,
/system/${LIB}/libstagefright_omx.so,VNDK,
/system/${LIB}/libstagefright_omx_utils.so,VNDK,
/system/${LIB}/libstagefright_soft_aacdec.so,FWK-ONLY,
/system/${LIB}/libstagefright_soft_aacenc.so,FWK-ONLY,
